,rating,rating_description,no_contract,token,pos,pos_token,wordnet_pos,lemmatized
272,5.0,Very relaxed enjoyable work environment. I would return to this location as I did enjoy working there. There was a lot of off site training which was very good and helpful in doing your job.,relaxed enjoyable work environment. would return location enjoy working there. lot site training good helpful job.,"[['relaxed', 'enjoyable', 'work', 'environment', 'would', 'return', 'location', 'enjoy', 'working', 'there', 'lot', 'site', 'training', 'good', 'helpful', 'job']]","[[('relaxed', 'NN'), ('enjoyable', 'JJ'), ('work', 'NN'), ('environment', 'NN'), ('would', 'MD'), ('return', 'VB'), ('location', 'NN'), ('enjoy', 'IN'), ('working', 'VBG'), ('there', 'RB'), ('lot', 'VBZ'), ('site', 'NN'), ('training', 'VBG'), ('good', 'JJ'), ('helpful', 'JJ'), ('job', 'NN')]]","[('relaxed', 'NN'), ('enjoyable', 'JJ'), ('work', 'NN'), ('environment', 'NN'), ('would', 'MD'), ('return', 'VB'), ('location', 'NN'), ('enjoy', 'IN'), ('working', 'VBG'), ('there', 'RB'), ('lot', 'VBZ'), ('site', 'NN'), ('training', 'VBG'), ('good', 'JJ'), ('helpful', 'JJ'), ('job', 'NN')]","[('relaxed', 'n'), ('enjoyable', 'a'), ('work', 'n'), ('environment', 'n'), ('would', 'n'), ('return', 'v'), ('location', 'n'), ('enjoy', 'n'), ('working', 'v'), ('there', 'r'), ('lot', 'v'), ('site', 'n'), ('training', 'v'), ('good', 'a'), ('helpful', 'a'), ('job', 'n')]","['relaxed', 'enjoyable', 'work', 'environment', 'would', 'return', 'location', 'enjoy', 'work', 'there', 'lot', 'site', 'train', 'good', 'helpful', 'job']"
273,5.0,Really loved it. such a great time. entire team was great. the work environment is so professional. highly recommend you and your friend applying and working here you will love it,really loved it. great time. entire team great. work environment professional. highly recommend friend applying working love,"[['really', 'loved', 'it', 'great', 'time', 'entire', 'team', 'great', 'work', 'environment', 'professional', 'highly', 'recommend', 'friend', 'applying', 'working', 'love']]","[[('really', 'RB'), ('loved', 'VBD'), ('it', 'PRP'), ('great', 'JJ'), ('time', 'NN'), ('entire', 'JJ'), ('team', 'NN'), ('great', 'JJ'), ('work', 'NN'), ('environment', 'NN'), ('professional', 'JJ'), ('highly', 'RB'), ('recommend', 'VBP'), ('friend', 'NN'), ('applying', 'VBG'), ('working', 'VBG'), ('love', 'NN')]]","[('really', 'RB'), ('loved', 'VBD'), ('it', 'PRP'), ('great', 'JJ'), ('time', 'NN'), ('entire', 'JJ'), ('team', 'NN'), ('great', 'JJ'), ('work', 'NN'), ('environment', 'NN'), ('professional', 'JJ'), ('highly', 'RB'), ('recommend', 'VBP'), ('friend', 'NN'), ('applying', 'VBG'), ('working', 'VBG'), ('love', 'NN')]","[('really', 'r'), ('loved', 'v'), ('it', 'n'), ('great', 'a'), ('time', 'n'), ('entire', 'a'), ('team', 'n'), ('great', 'a'), ('work', 'n'), ('environment', 'n'), ('professional', 'a'), ('highly', 'r'), ('recommend', 'v'), ('friend', 'n'), ('applying', 'v'), ('working', 'v'), ('love', 'n')]","['really', 'love', 'it', 'great', 'time', 'entire', 'team', 'great', 'work', 'environment', 'professional', 'highly', 'recommend', 'friend', 'apply', 'work', 'love']"
274,5.0,"Although 1/2 their workforce is contract, my experience as a contractor was excellent. Their facilities and benefits are top rated. Some challenges due to the extent and size of the company but perks out way the challenges for sure.","although 1/2 workforce contract, experience contractor excellent. facilities benefits top rated. challenges due extent size company perks way challenges sure.","[['although', '1', '2', 'workforce', 'contract', 'experience', 'contractor', 'excellent', 'facilities', 'benefits', 'top', 'rated', 'challenges', 'due', 'extent', 'size', 'company', 'perks', 'way', 'challenges', 'sure']]","[[('although', 'IN'), ('1', 'CD'), ('2', 'CD'), ('workforce', 'NN'), ('contract', 'NN'), ('experience', 'NN'), ('contractor', 'NN'), ('excellent', 'NN'), ('facilities', 'NNS'), ('benefits', 'NNS'), ('top', 'RB'), ('rated', 'VBN'), ('challenges', 'NNS'), ('due', 'JJ'), ('extent', 'NN'), ('size', 'NN'), ('company', 'NN'), ('perks', 'VBZ'), ('way', 'NN'), ('challenges', 'NNS'), ('sure', 'VBP')]]","[('although', 'IN'), ('1', 'CD'), ('2', 'CD'), ('workforce', 'NN'), ('contract', 'NN'), ('experience', 'NN'), ('contractor', 'NN'), ('excellent', 'NN'), ('facilities', 'NNS'), ('benefits', 'NNS'), ('top', 'RB'), ('rated', 'VBN'), ('challenges', 'NNS'), ('due', 'JJ'), ('extent', 'NN'), ('size', 'NN'), ('company', 'NN'), ('perks', 'VBZ'), ('way', 'NN'), ('challenges', 'NNS'), ('sure', 'VBP')]","[('although', 'n'), ('1', 'n'), ('2', 'n'), ('workforce', 'n'), ('contract', 'n'), ('experience', 'n'), ('contractor', 'n'), ('excellent', 'n'), ('facilities', 'n'), ('benefits', 'n'), ('top', 'r'), ('rated', 'v'), ('challenges', 'n'), ('due', 'a'), ('extent', 'n'), ('size', 'n'), ('company', 'n'), ('perks', 'v'), ('way', 'n'), ('challenges', 'n'), ('sure', 'v')]","['although', '1', '2', 'workforce', 'contract', 'experience', 'contractor', 'excellent', 'facility', 'benefit', 'top', 'rat', 'challenge', 'due', 'extent', 'size', 'company', 'perk', 'way', 'challenge', 'sure']"
275,4.0,Was a construction site at the time. A lot of men around. Was a weird environment to be in as a woman. But it didn’t effect my ability to do my Job. Overall was a great company to work for.,construction site time. lot men around. weird environment woman. did not effect ability job. overall great company work for.,"[['construction', 'site', 'time', 'lot', 'men', 'around', 'weird', 'environment', 'woman', 'did', 'not', 'effect', 'ability', 'job', 'overall', 'great', 'company', 'work', 'for']]","[[('construction', 'NN'), ('site', 'NN'), ('time', 'NN'), ('lot', 'NN'), ('men', 'NNS'), ('around', 'IN'), ('weird', 'JJ'), ('environment', 'NN'), ('woman', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('effect', 'NN'), ('ability', 'NN'), ('job', 'NN'), ('overall', 'JJ'), ('great', 'JJ'), ('company', 'NN'), ('work', 'NN'), ('for', 'IN')]]","[('construction', 'NN'), ('site', 'NN'), ('time', 'NN'), ('lot', 'NN'), ('men', 'NNS'), ('around', 'IN'), ('weird', 'JJ'), ('environment', 'NN'), ('woman', 'NN'), ('did', 'VBD'), ('not', 'RB'), ('effect', 'NN'), ('ability', 'NN'), ('job', 'NN'), ('overall', 'JJ'), ('great', 'JJ'), ('company', 'NN'), ('work', 'NN'), ('for', 'IN')]","[('construction', 'n'), ('site', 'n'), ('time', 'n'), ('lot', 'n'), ('men', 'n'), ('around', 'n'), ('weird', 'a'), ('environment', 'n'), ('woman', 'n'), ('did', 'v'), ('not', 'r'), ('effect', 'n'), ('ability', 'n'), ('job', 'n'), ('overall', 'a'), ('great', 'a'), ('company', 'n'), ('work', 'n'), ('for', 'n')]","['construction', 'site', 'time', 'lot', 'men', 'around', 'weird', 'environment', 'woman', 'do', 'not', 'effect', 'ability', 'job', 'overall', 'great', 'company', 'work', 'for']"
276,5.0,Good job. Pay is decent I  work from homeGreat opportunity for advancement. I was hired in 2011. It has long hours but it’s well worth the paycheck.,good job. pay decent work homegreat opportunity advancement. hired 2011. long hours it is well worth paycheck.,"[['good', 'job', 'pay', 'decent', 'work', 'homegreat', 'opportunity', 'advancement', 'hired', '2011', 'long', 'hours', 'it', 'is', 'well', 'worth', 'paycheck']]","[[('good', 'JJ'), ('job', 'NN'), ('pay', 'VB'), ('decent', 'JJ'), ('work', 'NN'), ('homegreat', 'NN'), ('opportunity', 'NN'), ('advancement', 'NN'), ('hired', 'VBD'), ('2011', 'CD'), ('long', 'JJ'), ('hours', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('well', 'RB'), ('worth', 'JJ'), ('paycheck', 'NN')]]","[('good', 'JJ'), ('job', 'NN'), ('pay', 'VB'), ('decent', 'JJ'), ('work', 'NN'), ('homegreat', 'NN'), ('opportunity', 'NN'), ('advancement', 'NN'), ('hired', 'VBD'), ('2011', 'CD'), ('long', 'JJ'), ('hours', 'NNS'), ('it', 'PRP'), ('is', 'VBZ'), ('well', 'RB'), ('worth', 'JJ'), ('paycheck', 'NN')]","[('good', 'a'), ('job', 'n'), ('pay', 'v'), ('decent', 'a'), ('work', 'n'), ('homegreat', 'n'), ('opportunity', 'n'), ('advancement', 'n'), ('hired', 'v'), ('2011', 'n'), ('long', 'a'), ('hours', 'n'), ('it', 'n'), ('is', 'v'), ('well', 'r'), ('worth', 'a'), ('paycheck', 'n')]","['good', 'job', 'pay', 'decent', 'work', 'homegreat', 'opportunity', 'advancement', 'hire', '2011', 'long', 'hour', 'it', 'be', 'well', 'worth', 'paycheck']"
277,3.0,"Good Schedule, Nice food, Good Benefits, Tight Security, Culture is FUn but Management Sucks (Philippines), Payroll is always lacking amounts in pay and the delays are months, hardest part is when they shutdown and pulled out from our site, we all lost our jobs.","good schedule, nice food, good benefits, tight security, culture fun management sucks (philippines), payroll always lacking amounts pay delays months, hardest part shutdown pulled site, lost jobs.","[['good', 'schedule', 'nice', 'food', 'good', 'benefits', 'tight', 'security', 'culture', 'fun', 'management', 'sucks', 'philippines', 'payroll', 'always', 'lacking', 'amounts', 'pay', 'delays', 'months', 'hardest', 'part', 'shutdown', 'pulled', 'site', 'lost', 'jobs']]","[[('good', 'JJ'), ('schedule', 'NN'), ('nice', 'JJ'), ('food', 'NN'), ('good', 'JJ'), ('benefits', 'NNS'), ('tight', 'JJ'), ('security', 'NN'), ('culture', 'NN'), ('fun', 'NN'), ('management', 'NN'), ('sucks', 'VBZ'), ('philippines', 'NNS'), ('payroll', 'NN'), ('always', 'RB'), ('lacking', 'VBG'), ('amounts', 'NNS'), ('pay', 'VBP'), ('delays', 'NNS'), ('months', 'NNS'), ('hardest', 'JJS'), ('part', 'NN'), ('shutdown', 'NN'), ('pulled', 'VBD'), ('site', 'NN'), ('lost', 'VBN'), ('jobs', 'NNS')]]","[('good', 'JJ'), ('schedule', 'NN'), ('nice', 'JJ'), ('food', 'NN'), ('good', 'JJ'), ('benefits', 'NNS'), ('tight', 'JJ'), ('security', 'NN'), ('culture', 'NN'), ('fun', 'NN'), ('management', 'NN'), ('sucks', 'VBZ'), ('philippines', 'NNS'), ('payroll', 'NN'), ('always', 'RB'), ('lacking', 'VBG'), ('amounts', 'NNS'), ('pay', 'VBP'), ('delays', 'NNS'), ('months', 'NNS'), ('hardest', 'JJS'), ('part', 'NN'), ('shutdown', 'NN'), ('pulled', 'VBD'), ('site', 'NN'), ('lost', 'VBN'), ('jobs', 'NNS')]","[('good', 'a'), ('schedule', 'n'), ('nice', 'a'), ('food', 'n'), ('good', 'a'), ('benefits', 'n'), ('tight', 'a'), ('security', 'n'), ('culture', 'n'), ('fun', 'n'), ('management', 'n'), ('sucks', 'v'), ('philippines', 'n'), ('payroll', 'n'), ('always', 'r'), ('lacking', 'v'), ('amounts', 'n'), ('pay', 'v'), ('delays', 'n'), ('months', 'n'), ('hardest', 'a'), ('part', 'n'), ('shutdown', 'n'), ('pulled', 'v'), ('site', 'n'), ('lost', 'v'), ('jobs', 'n')]","['good', 'schedule', 'nice', 'food', 'good', 'benefit', 'tight', 'security', 'culture', 'fun', 'management', 'suck', 'philippine', 'payroll', 'always', 'lack', 'amount', 'pay', 'delay', 'month', 'hard', 'part', 'shutdown', 'pull', 'site', 'lose', 'job']"
278,3.0,Great benefits poor managementIf you’re of a certain age it’s not a good place to work if you’re in your 20s it’s great if you’re over 45 not a great place,great benefits poor managementif you are certain age it is good place work you are 20s it is great you are 45 great place,"[['great', 'benefits', 'poor', 'managementif', 'you', 'are', 'certain', 'age', 'it', 'is', 'good', 'place', 'work', 'you', 'are', '20s', 'it', 'is', 'great', 'you', 'are', '45', 'great', 'place']]","[[('great', 'JJ'), ('benefits', 'NNS'), ('poor', 'JJ'), ('managementif', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('certain', 'JJ'), ('age', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('good', 'JJ'), ('place', 'NN'), ('work', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('20s', 'CD'), ('it', 'PRP'), ('is', 'VBZ'), ('great', 'JJ'), ('you', 'PRP'), ('are', 'VBP'), ('45', 'CD'), ('great', 'JJ'), ('place', 'NN')]]","[('great', 'JJ'), ('benefits', 'NNS'), ('poor', 'JJ'), ('managementif', 'IN'), ('you', 'PRP'), ('are', 'VBP'), ('certain', 'JJ'), ('age', 'NN'), ('it', 'PRP'), ('is', 'VBZ'), ('good', 'JJ'), ('place', 'NN'), ('work', 'NN'), ('you', 'PRP'), ('are', 'VBP'), ('20s', 'CD'), ('it', 'PRP'), ('is', 'VBZ'), ('great', 'JJ'), ('you', 'PRP'), ('are', 'VBP'), ('45', 'CD'), ('great', 'JJ'), ('place', 'NN')]","[('great', 'a'), ('benefits', 'n'), ('poor', 'a'), ('managementif', 'n'), ('you', 'n'), ('are', 'v'), ('certain', 'a'), ('age', 'n'), ('it', 'n'), ('is', 'v'), ('good', 'a'), ('place', 'n'), ('work', 'n'), ('you', 'n'), ('are', 'v'), ('20s', 'n'), ('it', 'n'), ('is', 'v'), ('great', 'a'), ('you', 'n'), ('are', 'v'), ('45', 'n'), ('great', 'a'), ('place', 'n')]","['great', 'benefit', 'poor', 'managementif', 'you', 'be', 'certain', 'age', 'it', 'be', 'good', 'place', 'work', 'you', 'be', '20', 'it', 'be', 'great', 'you', 'be', '45', 'great', 'place']"
279,3.0,"Depends on your department, but from what I've seen is contractors are held very low at Google. There is little to no flexibility, especially when asking for time-off. There is basically no support from managers expect to meet job quotas and contractors are severely underpaid compared to their full-time employed co-workers who do literally the same job. And no matter what, don't trust recruiters when they say conversion is possible. Seriously, with the recent re-orgs and budget changes, head-count availability changes almost daily. I've seen contractors either laid off after their contract ends or pushed to become a vendor so there's less limitations on how long they can work at Google. On the bright side, they are implementing a standard for contractors to get some more benefits from their hiring companies, can't say if this affects the hourly wage as I've left a while ago in search for better pay.","depends department, i have seen contractors held low google. little flexibility, especially asking time-off. basically support managers expect meet job quotas contractors severely underpaid compared full-time employed co-workers literally job. matter what, do not trust recruiters say conversion possible. seriously, recent re-orgs budget changes, head-count availability changes almost daily. i have seen contractors either laid contract ends pushed become vendor there is less limitations long work google. bright side, implementing standard contractors get benefits hiring companies, cannot say affects hourly wage i have left ago search better pay.","[['depends', 'department', 'i', 'have', 'seen', 'contractors', 'held', 'low', 'google', 'little', 'flexibility', 'especially', 'asking', 'time', 'off', 'basically', 'support', 'managers', 'expect', 'meet', 'job', 'quotas', 'contractors', 'severely', 'underpaid', 'compared', 'full', 'time', 'employed', 'co', 'workers', 'literally', 'job', 'matter', 'what', 'do', 'not', 'trust', 'recruiters', 'say', 'conversion', 'possible', 'seriously', 'recent', 're', 'orgs', 'budget', 'changes', 'head', 'count', 'availability', 'changes', 'almost', 'daily', 'i', 'have', 'seen', 'contractors', 'either', 'laid', 'contract', 'ends', 'pushed', 'become', 'vendor', 'there', 'is', 'less', 'limitations', 'long', 'work', 'google', 'bright', 'side', 'implementing', 'standard', 'contractors', 'get', 'benefits', 'hiring', 'companies', 'cannot', 'say', 'affects', 'hourly', 'wage', 'i', 'have', 'left', 'ago', 'search', 'better', 'pay']]","[[('depends', 'VBZ'), ('department', 'NN'), ('i', 'NN'), ('have', 'VBP'), ('seen', 'VBN'), ('contractors', 'NNS'), ('held', 'VBD'), ('low', 'JJ'), ('google', 'NN'), ('little', 'JJ'), ('flexibility', 'NN'), ('especially', 'RB'), ('asking', 'VBG'), ('time', 'NN'), ('off', 'RP'), ('basically', 'RB'), ('support', 'NN'), ('managers', 'NNS'), ('expect', 'VBP'), ('meet', 'JJ'), ('job', 'NN'), ('quotas', 'NNS'), ('contractors', 'NNS'), ('severely', 'RB'), ('underpaid', 'JJ'), ('compared', 'VBN'), ('full', 'JJ'), ('time', 'NN'), ('employed', 'VBN'), ('co', 'JJ'), ('workers', 'NNS'), ('literally', 'RB'), ('job', 'NN'), ('matter', 'NN'), ('what', 'WP'), ('do', 'VBP'), ('not', 'RB'), ('trust', 'VB'), ('recruiters', 'NNS'), ('say', 'VBP'), ('conversion', 'NN'), ('possible', 'JJ'), ('seriously', 'RB'), ('recent', 'JJ'), ('re', 'NN'), ('orgs', 'VBZ'), ('budget', 'NN'), ('changes', 'NNS'), ('head', 'VBP'), ('count', 'NN'), ('availability', 'NN'), ('changes', 'NNS'), ('almost', 'RB'), ('daily', 'RB'), ('i', 'NNS'), ('have', 'VBP'), ('seen', 'VBN'), ('contractors', 'NNS'), ('either', 'CC'), ('laid', 'VBN'), ('contract', 'NN'), ('ends', 'VBZ'), ('pushed', 'VBN'), ('become', 'JJ'), ('vendor', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('less', 'JJR'), ('limitations', 'NNS'), ('long', 'JJ'), ('work', 'NN'), ('google', 'NN'), ('bright', 'JJ'), ('side', 'NN'), ('implementing', 'VBG'), ('standard', 'JJ'), ('contractors', 'NNS'), ('get', 'VBP'), ('benefits', 'NNS'), ('hiring', 'VBG'), ('companies', 'NNS'), ('cannot', 'VBP'), ('say', 'VB'), ('affects', 'NNS'), ('hourly', 'JJ'), ('wage', 'NN'), ('i', 'NN'), ('have', 'VBP'), ('left', 'VBN'), ('ago', 'RP'), ('search', 'NN'), ('better', 'RBR'), ('pay', 'NN')]]","[('depends', 'VBZ'), ('department', 'NN'), ('i', 'NN'), ('have', 'VBP'), ('seen', 'VBN'), ('contractors', 'NNS'), ('held', 'VBD'), ('low', 'JJ'), ('google', 'NN'), ('little', 'JJ'), ('flexibility', 'NN'), ('especially', 'RB'), ('asking', 'VBG'), ('time', 'NN'), ('off', 'RP'), ('basically', 'RB'), ('support', 'NN'), ('managers', 'NNS'), ('expect', 'VBP'), ('meet', 'JJ'), ('job', 'NN'), ('quotas', 'NNS'), ('contractors', 'NNS'), ('severely', 'RB'), ('underpaid', 'JJ'), ('compared', 'VBN'), ('full', 'JJ'), ('time', 'NN'), ('employed', 'VBN'), ('co', 'JJ'), ('workers', 'NNS'), ('literally', 'RB'), ('job', 'NN'), ('matter', 'NN'), ('what', 'WP'), ('do', 'VBP'), ('not', 'RB'), ('trust', 'VB'), ('recruiters', 'NNS'), ('say', 'VBP'), ('conversion', 'NN'), ('possible', 'JJ'), ('seriously', 'RB'), ('recent', 'JJ'), ('re', 'NN'), ('orgs', 'VBZ'), ('budget', 'NN'), ('changes', 'NNS'), ('head', 'VBP'), ('count', 'NN'), ('availability', 'NN'), ('changes', 'NNS'), ('almost', 'RB'), ('daily', 'RB'), ('i', 'NNS'), ('have', 'VBP'), ('seen', 'VBN'), ('contractors', 'NNS'), ('either', 'CC'), ('laid', 'VBN'), ('contract', 'NN'), ('ends', 'VBZ'), ('pushed', 'VBN'), ('become', 'JJ'), ('vendor', 'NN'), ('there', 'EX'), ('is', 'VBZ'), ('less', 'JJR'), ('limitations', 'NNS'), ('long', 'JJ'), ('work', 'NN'), ('google', 'NN'), ('bright', 'JJ'), ('side', 'NN'), ('implementing', 'VBG'), ('standard', 'JJ'), ('contractors', 'NNS'), ('get', 'VBP'), ('benefits', 'NNS'), ('hiring', 'VBG'), ('companies', 'NNS'), ('cannot', 'VBP'), ('say', 'VB'), ('affects', 'NNS'), ('hourly', 'JJ'), ('wage', 'NN'), ('i', 'NN'), ('have', 'VBP'), ('left', 'VBN'), ('ago', 'RP'), ('search', 'NN'), ('better', 'RBR'), ('pay', 'NN')]","[('depends', 'v'), ('department', 'n'), ('i', 'n'), ('have', 'v'), ('seen', 'v'), ('contractors', 'n'), ('held', 'v'), ('low', 'a'), ('google', 'n'), ('little', 'a'), ('flexibility', 'n'), ('especially', 'r'), ('asking', 'v'), ('time', 'n'), ('off', 'r'), ('basically', 'r'), ('support', 'n'), ('managers', 'n'), ('expect', 'v'), ('meet', 'a'), ('job', 'n'), ('quotas', 'n'), ('contractors', 'n'), ('severely', 'r'), ('underpaid', 'a'), ('compared', 'v'), ('full', 'a'), ('time', 'n'), ('employed', 'v'), ('co', 'a'), ('workers', 'n'), ('literally', 'r'), ('job', 'n'), ('matter', 'n'), ('what', 'n'), ('do', 'v'), ('not', 'r'), ('trust', 'v'), ('recruiters', 'n'), ('say', 'v'), ('conversion', 'n'), ('possible', 'a'), ('seriously', 'r'), ('recent', 'a'), ('re', 'n'), ('orgs', 'v'), ('budget', 'n'), ('changes', 'n'), ('head', 'v'), ('count', 'n'), ('availability', 'n'), ('changes', 'n'), ('almost', 'r'), ('daily', 'r'), ('i', 'n'), ('have', 'v'), ('seen', 'v'), ('contractors', 'n'), ('either', 'n'), ('laid', 'v'), ('contract', 'n'), ('ends', 'v'), ('pushed', 'v'), ('become', 'a'), ('vendor', 'n'), ('there', 'n'), ('is', 'v'), ('less', 'a'), ('limitations', 'n'), ('long', 'a'), ('work', 'n'), ('google', 'n'), ('bright', 'a'), ('side', 'n'), ('implementing', 'v'), ('standard', 'a'), ('contractors', 'n'), ('get', 'v'), ('benefits', 'n'), ('hiring', 'v'), ('companies', 'n'), ('cannot', 'v'), ('say', 'v'), ('affects', 'n'), ('hourly', 'a'), ('wage', 'n'), ('i', 'n'), ('have', 'v'), ('left', 'v'), ('ago', 'r'), ('search', 'n'), ('better', 'r'), ('pay', 'n')]","['depend', 'department', 'i', 'have', 'see', 'contractor', 'hold', 'low', 'google', 'little', 'flexibility', 'especially', 'ask', 'time', 'off', 'basically', 'support', 'manager', 'expect', 'meet', 'job', 'quota', 'contractor', 'severely', 'underpaid', 'compare', 'full', 'time', 'employ', 'co', 'worker', 'literally', 'job', 'matter', 'what', 'do', 'not', 'trust', 'recruiter', 'say', 'conversion', 'possible', 'seriously', 'recent', 're', 'orgs', 'budget', 'change', 'head', 'count', 'availability', 'change', 'almost', 'daily', 'i', 'have', 'see', 'contractor', 'either', 'lay', 'contract', 'end', 'push', 'become', 'vendor', 'there', 'be', 'less', 'limitation', 'long', 'work', 'google', 'bright', 'side', 'implement', 'standard', 'contractor', 'get', 'benefit', 'hire', 'company', 'cannot', 'say', 'affect', 'hourly', 'wage', 'i', 'have', 'leave', 'ago', 'search', 'well', 'pay']"
280,1.0,Google only cares about profit and the same political outlook. If you think differently your ignored or talked bad about. Never will anything positive about fbi founded corporation,google cares profit political outlook. think differently ignored talked bad about. never anything positive fbi founded corporation,"[['google', 'cares', 'profit', 'political', 'outlook', 'think', 'differently', 'ignored', 'talked', 'bad', 'about', 'never', 'anything', 'positive', 'fbi', 'founded', 'corporation']]","[[('google', 'NN'), ('cares', 'NNS'), ('profit', 'VBP'), ('political', 'JJ'), ('outlook', 'NN'), ('think', 'VBP'), ('differently', 'RB'), ('ignored', 'VBN'), ('talked', 'VBD'), ('bad', 'JJ'), ('about', 'IN'), ('never', 'RB'), ('anything', 'NN'), ('positive', 'JJ'), ('fbi', 'NN'), ('founded', 'VBD'), ('corporation', 'NN')]]","[('google', 'NN'), ('cares', 'NNS'), ('profit', 'VBP'), ('political', 'JJ'), ('outlook', 'NN'), ('think', 'VBP'), ('differently', 'RB'), ('ignored', 'VBN'), ('talked', 'VBD'), ('bad', 'JJ'), ('about', 'IN'), ('never', 'RB'), ('anything', 'NN'), ('positive', 'JJ'), ('fbi', 'NN'), ('founded', 'VBD'), ('corporation', 'NN')]","[('google', 'n'), ('cares', 'n'), ('profit', 'v'), ('political', 'a'), ('outlook', 'n'), ('think', 'v'), ('differently', 'r'), ('ignored', 'v'), ('talked', 'v'), ('bad', 'a'), ('about', 'n'), ('never', 'r'), ('anything', 'n'), ('positive', 'a'), ('fbi', 'n'), ('founded', 'v'), ('corporation', 'n')]","['google', 'care', 'profit', 'political', 'outlook', 'think', 'differently', 'ignore', 'talk', 'bad', 'about', 'never', 'anything', 'positive', 'fbi', 'found', 'corporation']"
281,5.0,"Everyone in the company is very inclusive no matter your role or your salary, if you work at google that is all you need to be included in any activity.","everyone company inclusive matter role salary, work google need included activity.","[['everyone', 'company', 'inclusive', 'matter', 'role', 'salary', 'work', 'google', 'need', 'included', 'activity']]","[[('everyone', 'NN'), ('company', 'NN'), ('inclusive', 'JJ'), ('matter', 'NN'), ('role', 'NN'), ('salary', 'JJ'), ('work', 'NN'), ('google', 'NN'), ('need', 'NN'), ('included', 'VBD'), ('activity', 'NN')]]","[('everyone', 'NN'), ('company', 'NN'), ('inclusive', 'JJ'), ('matter', 'NN'), ('role', 'NN'), ('salary', 'JJ'), ('work', 'NN'), ('google', 'NN'), ('need', 'NN'), ('included', 'VBD'), ('activity', 'NN')]","[('everyone', 'n'), ('company', 'n'), ('inclusive', 'a'), ('matter', 'n'), ('role', 'n'), ('salary', 'a'), ('work', 'n'), ('google', 'n'), ('need', 'n'), ('included', 'v'), ('activity', 'n')]","['everyone', 'company', 'inclusive', 'matter', 'role', 'salary', 'work', 'google', 'need', 'include', 'activity']"
282,1.0,"They purchased Motorola, isolated us, kept the patents and sold us as soon as they could. We were never Google, we were the red headed stepchild. You could tell they did not want us. ","purchased motorola, isolated us, kept patents sold us soon could. never google, red headed stepchild. could tell want us.","[['purchased', 'motorola', 'isolated', 'us', 'kept', 'patents', 'sold', 'us', 'soon', 'could', 'never', 'google', 'red', 'headed', 'stepchild', 'could', 'tell', 'want', 'us']]","[[('purchased', 'VBN'), ('motorola', 'NN'), ('isolated', 'VBD'), ('us', 'PRP'), ('kept', 'VBD'), ('patents', 'NNS'), ('sold', 'VBN'), ('us', 'PRP'), ('soon', 'RB'), ('could', 'MD'), ('never', 'RB'), ('google', 'VB'), ('red', 'JJ'), ('headed', 'VBN'), ('stepchild', 'NN'), ('could', 'MD'), ('tell', 'VB'), ('want', 'VB'), ('us', 'PRP')]]","[('purchased', 'VBN'), ('motorola', 'NN'), ('isolated', 'VBD'), ('us', 'PRP'), ('kept', 'VBD'), ('patents', 'NNS'), ('sold', 'VBN'), ('us', 'PRP'), ('soon', 'RB'), ('could', 'MD'), ('never', 'RB'), ('google', 'VB'), ('red', 'JJ'), ('headed', 'VBN'), ('stepchild', 'NN'), ('could', 'MD'), ('tell', 'VB'), ('want', 'VB'), ('us', 'PRP')]","[('purchased', 'v'), ('motorola', 'n'), ('isolated', 'v'), ('us', 'n'), ('kept', 'v'), ('patents', 'n'), ('sold', 'v'), ('us', 'n'), ('soon', 'r'), ('could', 'n'), ('never', 'r'), ('google', 'v'), ('red', 'a'), ('headed', 'v'), ('stepchild', 'n'), ('could', 'n'), ('tell', 'v'), ('want', 'v'), ('us', 'n')]","['purchase', 'motorola', 'isolate', 'u', 'keep', 'patent', 'sell', 'u', 'soon', 'could', 'never', 'google', 'red', 'head', 'stepchild', 'could', 'tell', 'want', 'u']"
